id_area,lat,lon,declividade,irradiacao,potencial_mw,custo_conexao,area_protegida
11392,-16.81997208212391,-50.067484989318224,0.0,3.8180027917876087,188.16644959046056,332757113.3406642,0
11393,-16.81997208212391,-50.01730986219483,0.0,3.8180027917876087,188.16644959046056,330092139.4146558,0
11394,-16.81997208212391,-49.967134735071426,0.0,3.8180027917876087,188.16644959046056,327429221.31415087,0
11395,-16.81997208212391,-49.91695960794803,0.0,3.8180027917876087,188.16644959046056,324768411.21556187,0
11396,-16.81997208212391,-49.866784480824634,0.0,3.8180027917876087,188.16644959046056,322109763.0325488,0
11397,-16.81997208212391,-49.81660935370123,0.0,3.8180027917876087,188.16644959046056,319453332.4869877,0
11398,-16.81997208212391,-49.766434226577836,0.0,3.8180027917876087,188.16644959046056,316799177.1833404,0
11399,-16.81997208212391,-49.71625909945444,0.0,3.8180027917876087,188.16644959046056,314147356.68660855,0
11400,-16.81997208212391,-49.66608397233104,0.0,3.8180027917876087,188.16644959046056,311497932.6040746,0
11401,-16.81997208212391,-49.61590884520764,0.0,3.8180027917876087,188.16644959046056,308850968.6710338,0
11402,-16.81997208212391,-49.565733718084246,0.0,3.8180027917876087,188.16644959046056,306206530.84073496,0
11403,-16.81997208212391,-49.51555859096085,0.0,3.8180027917876087,188.16644959046056,303564687.37877035,0
11404,-16.81997208212391,-49.46538346383745,0.0,3.8180027917876087,188.16644959046056,300925508.9621581,0
11405,-16.81997208212391,-49.41520833671405,0.0,3.8180027917876087,188.16644959046056,298289068.7833835,0
11406,-16.81997208212391,-49.365033209590656,0.0,3.8180027917876087,188.16644959046056,295655442.6596734,0
11407,-16.81997208212391,-49.314858082467254,0.0,3.8180027917876087,188.16644959046056,293024709.1478077,0
11408,-16.81997208212391,-49.26468295534386,0.0,3.8180027917876087,188.16644959046056,290396949.6647787,0
11409,-16.81997208212391,-49.21450782822046,0.0,3.8180027917876087,188.16644959046056,287772248.6146297,0
11410,-16.81997208212391,-49.16433270109706,0.0,3.8180027917876087,188.16644959046056,285150693.52183455,0
11411,-16.81997208212391,-49.114157573973664,0.0,3.8180027917876087,188.16644959046056,282532375.17159224,0
11412,-16.81997208212391,-49.06398244685027,0.0,3.8180027917876087,188.16644959046056,279917387.75743276,0
11413,-16.81997208212391,-49.013807319726865,0.0,3.8180027917876087,188.16644959046056,277305829.0365678,0
11414,-16.81997208212391,-48.96363219260347,0.0,3.8180027917876087,188.16644959046056,274697800.4934333,0
11415,-16.81997208212391,-48.913457065480074,0.0,3.8180027917876087,188.16644959046056,272093407.511902,0
11416,-16.81997208212391,-48.86328193835668,0.0,3.8180027917876087,188.16644959046056,269492759.5566825,0
11417,-16.81997208212391,-48.813106811233276,0.0,3.8180027917876087,188.16644959046056,266895970.36444205,0
11418,-16.81997208212391,-48.76293168410988,0.0,3.8180027917876087,188.16644959046056,264303158.14523113,0
11419,-16.81997208212391,-48.712756556986484,0.0,3.8180027917876087,188.16644959046056,261714445.7948181,0
11420,-16.81997208212391,-48.66258142986308,0.0,3.8180027917876087,188.16644959046056,259129961.1185899,0
11421,-16.81997208212391,-48.612406302739686,0.0,3.8180027917876087,188.16644959046056,256549837.067705,0
11422,-16.81997208212391,-48.56223117561629,0.0,3.8180027917876087,188.16644959046056,253974211.98822942,0
11423,-16.81997208212391,-48.51205604849289,0.0,3.8180027917876087,188.16644959046056,251403229.88404045,0
11424,-16.81997208212391,-48.46188092136949,0.0,3.8180027917876087,188.16644959046056,248837040.69432,0
11425,-16.81997208212391,-48.411705794246096,0.0,3.8180027917876087,188.16644959046056,246275800.5865128,0
11426,-16.81997208212391,-48.36153066712269,0.0,3.8180027917876087,188.16644959046056,243719672.26568362,0
11427,-16.81997208212391,-48.3113555399993,0.0,3.8180027917876087,188.16644959046056,241168825.30125815,0
11428,-16.81997208212391,-48.2611804128759,0.0,3.8180027917876087,188.16644959046056,238623436.47218788,0
11429,-16.81997208212391,-48.211005285752506,0.0,3.8180027917876087,188.16644959046056,236083690.1316531,0
11430,-16.81997208212391,-48.1608301586291,0.0,3.8180027917876087,188.16644959046056,233549778.59246892,0
11431,-16.81997208212391,-48.11065503150571,0.0,3.8180027917876087,188.16644959046056,231021902.5344376,0
11432,-16.81997208212391,-48.06047990438231,0.0,3.8180027917876087,188.16644959046056,228500271.43495014,0
11433,-16.81997208212391,-48.01030477725891,0.0,3.8180027917876087,188.16644959046056,225985104.0242245,0
11434,-16.81997208212391,-47.960129650135514,0.0,3.8180027917876087,188.16644959046056,223476628.76663405,0
11435,-16.81997208212391,-47.90995452301212,0.0,3.8180027917876087,188.16644959046056,220975084.3696558,0
11436,-16.81997208212391,-47.859779395888715,0.0,3.8180027917876087,188.16644959046056,218480720.32205567,0
11437,-16.81997208212391,-47.80960426876532,0.0,3.8180027917876087,188.16644959046056,215993797.46299902,0
11438,-16.81997208212391,-47.759429141641924,0.0,3.8180027917876087,188.16644959046056,213514588.5838526,0
11439,-16.81997208212391,-47.70925401451852,0.0,3.8180027917876087,188.16644959046056,211043379.0645349,0
11440,-16.81997208212391,-47.659078887395125,0.0,3.8180027917876087,188.16644959046056,208580467.54633692,0
11441,-16.81997208212391,-47.60890376027173,0.0,3.8180027917876087,188.16644959046056,206126166.6432125,0
11442,-16.81997208212391,-47.558728633148334,0.0,3.8180027917876087,188.16644959046056,203680803.69361445,0
11443,-16.81997208212391,-47.50855350602493,0.0,3.8180027917876087,188.16644959046056,201244721.55500507,0
11444,-16.81997208212391,-47.458378378901536,0.0,3.8180027917876087,188.16644959046056,198818279.44323197,0
11445,-16.81997208212391,-47.40820325177814,0.0,3.8180027917876087,188.16644959046056,196401853.81899333,0
11446,-16.81997208212391,-47.35802812465474,0.0,3.8180027917876087,188.16644959046056,193995839.3236543,0
11447,-16.81997208212391,-47.30785299753134,0.0,3.8180027917876087,188.16644959046056,191600649.7666753,0
11448,-16.81997208212391,-47.257677870407946,0.0,3.8180027917876087,188.16644959046056,189216719.16689363,0
11449,-16.81997208212391,-47.20750274328454,1.3516995,3.8180027917876087,188.16644959046056,186844502.84986392,0
11450,-16.81997208212391,-47.15732761616115,1.3423548,3.8180027917876087,188.16644959046056,184484478.60336986,0
11451,-16.81997208212391,-47.10715248903775,1.4239411,3.8180027917876087,188.16644959046056,182137147.89309138,0
11452,-16.81997208212391,-47.05697736191435,1.401303,3.8180027917876087,188.16644959046056,179803037.14024076,0
11453,-16.81997208212391,-47.00680223479095,1.463796,3.8180027917876087,188.16644959046056,177482699.06272686,0
11454,-16.81997208212391,-46.95662710766756,3.3151171,3.8180027917876087,188.16644959046056,175176714.08108878,1
11455,-16.81997208212391,-46.90645198054416,1.1856997,3.8180027917876087,188.16644959046056,172885691.79003868,1
11456,-16.81997208212391,-46.85627685342076,0.86215246,3.8180027917876087,188.16644959046056,170610272.49593022,0
11457,-16.81997208212391,-46.80610172629736,2.2834795,3.8180027917876087,188.16644959046056,168351128.8198428,1
11458,-16.81997208212391,-46.75592659917396,2.4332068,3.8180027917876087,188.16644959046056,166108967.36518276,1
11459,-16.81997208212391,-46.705751472050565,0.5633788,3.8180027917876087,188.16644959046056,163884530.4477774,1
11460,-16.81997208212391,-46.65557634492717,0.4384894,3.8180027917876087,188.16644959046056,161678597.88528523,1
11461,-16.81997208212391,-46.605401217803774,0.55829537,3.8180027917876087,188.16644959046056,159491988.84141937,1
11462,-16.81997208212391,-46.55522609068037,0.24514681,3.8180027917876087,188.16644959046056,157325563.71887344,0
11463,-16.81997208212391,-46.505050963556975,0.2018633,3.8180027917876087,188.16644959046056,155180226.0929793,0
11464,-16.81997208212391,-46.45487583643358,0.20739372,3.8180027917876087,188.16644959046056,153056924.67593884,0
11465,-16.81997208212391,-46.40470070931018,0.36381394,3.8180027917876087,188.16644959046056,150956655.29895943,1
11466,-16.81997208212391,-46.35452558218678,0.5453823,3.8180027917876087,188.16644959046056,148880462.8967159,1
11467,-16.81997208212391,-46.304350455063386,0.75652915,3.8180027917876087,188.16644959046056,146829443.47524902,1
11468,-16.81997208212391,-46.25417532793998,0.46599376,3.8180027917876087,188.16644959046056,144804746.0406734,0
11469,-16.81997208212391,-46.20400020081659,0.4197737,3.8180027917876087,188.16644959046056,142807574.46184498,0
11470,-16.81997208212391,-46.15382507369319,0.56169647,3.8180027917876087,188.16644959046056,140839189.235452,0
11471,-16.81997208212391,-46.10364994656979,3.3861911,3.8180027917876087,188.16644959046056,138900909.11683348,1
11472,-16.81997208212391,-46.05347481944639,1.5674125,3.8180027917876087,188.16644959046056,136994112.57418925,0
11473,-16.81997208212391,-46.003299692323,2.1255856,3.8180027917876087,188.16644959046056,135120239.0177921,0
11474,-16.81997208212391,-45.9531245651996,1.1278323,3.8180027917876087,188.16644959046056,133280789.74940448,0
11475,-16.81997208212391,-45.9029494380762,2.1305451,3.8180027917876087,188.16644959046056,131477328.57042971,1
11476,-16.81997208212391,-45.8527743109528,0.6612002,3.8180027917876087,188.16644959046056,129711481.98056588,0
